SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.0,0.910699535,69.0,5.0,95.30092237,2601.0,14.0,1.0,2.0,5.0,1.0
1.0,0.9999999,79.0,0.0,0.0,2463.0,1.0,0.0,0.0,0.0,0.0
1.0,0.9999999,58.0,0.0,0.873491067,2070.0,4.0,0.0,2.0,0.0,0.0
1.0,0.015370989,37.0,0.0,4218.0,0.0,7.0,0.0,2.0,0.0,0.0
1.0,0.0,53.0,0.0,0.0,6295.0,7.0,0.0,0.0,0.0,0.0
0.0,0.79494435,52.0,2.0,1.212785902,5333.0,6.0,0.0,3.0,1.0,2.0
1.0,0.899780005,56.0,3.0,0.468962644,7200.0,12.0,0.0,2.0,1.0,3.0
1.0,0.08656877800000001,35.0,0.0,0.558806059,6733.0,6.0,0.0,2.0,0.0,1.0
1.0,0.387609124,53.0,1.0,0.443466889,8410.0,15.0,0.0,1.0,0.0,1.0
1.0,0.06839658,57.0,0.0,0.208716045,5116.0,2.0,0.0,1.0,0.0,0.0
1.0,0.025998700000000003,56.0,0.0,0.408318364,7236.0,6.0,0.0,2.0,0.0,2.0
0.0,0.025194961,39.0,1.0,0.023150507,53000.0,5.0,3.0,1.0,0.0,0.0
1.0,0.132344902,59.0,0.0,0.944350548,15974.0,16.0,0.0,7.0,0.0,1.0
1.0,0.107683519,26.0,0.0,0.26829268300000003,40.0,2.0,0.0,0.0,0.0,0.0
1.0,0.033598108,68.0,0.0,0.538092382,5000.0,6.0,0.0,2.0,0.0,0.0
1.0,0.291647827,68.0,0.0,0.625744626,3860.0,20.0,0.0,2.0,0.0,0.0
1.0,0.14531243800000002,43.0,0.0,0.316210474,8000.0,12.0,0.0,2.0,0.0,1.0
0.0,0.9999999,32.0,1.0,0.084544965,1856.0,2.0,0.0,0.0,0.0,1.0
0.0,0.009295039,82.0,1.0,2531.0,0.0,29.0,0.0,2.0,0.0,0.0
1.0,0.784746706,47.0,2.0,1.455077846,7000.0,11.0,0.0,2.0,2.0,2.0
1.0,0.523064103,46.0,1.0,0.491559894,4916.0,10.0,0.0,1.0,0.0,1.0
1.0,0.003433972,43.0,0.0,0.56872417,7500.0,12.0,0.0,2.0,0.0,2.0
1.0,0.0,37.0,0.0,0.110782038,12492.0,4.0,0.0,1.0,0.0,3.0
1.0,0.092889328,62.0,0.0,0.5839853939999999,3833.0,9.0,0.0,1.0,0.0,0.0
1.0,0.196718341,41.0,0.0,0.29717570600000004,4000.0,13.0,0.0,1.0,0.0,2.0
1.0,0.720149754,47.0,0.0,0.401658122,9166.0,9.0,0.0,1.0,0.0,1.0
1.0,0.0,36.0,0.0,0.075911536,5018.0,2.0,0.0,0.0,0.0,1.0
0.0,0.452690992,32.0,0.0,0.261684579,4000.0,9.0,0.0,0.0,0.0,0.0
1.0,0.0,64.0,0.0,0.0,2522.0,4.0,0.0,0.0,0.0,0.0
1.0,0.022773015,44.0,0.0,116.0,349.0,5.0,0.0,0.0,0.0,0.0
1.0,0.9999999,38.0,0.0,0.056448598,2674.0,0.0,0.0,0.0,0.0,1.0
1.0,0.474120128,62.0,0.0,0.718396878,12300.0,11.0,0.0,2.0,0.0,0.0
1.0,0.159528757,55.0,0.0,0.918461538,3899.0,9.0,0.0,2.0,0.0,4.0
1.0,0.189654588,68.0,0.0,0.589618816,2465.0,8.0,0.0,1.0,0.0,0.0
1.0,0.040578525,63.0,0.0,1.76133829,1344.0,12.0,0.0,2.0,0.0,0.0
1.0,0.015267625,34.0,0.0,37.0,1559.0,14.0,0.0,0.0,0.0,0.0
1.0,0.361417363,28.0,0.0,0.166996265,4550.0,4.0,0.0,0.0,0.0,0.0
1.0,0.065540812,55.0,1.0,1.143445032,1700.0,10.0,0.0,1.0,0.0,0.0
1.0,0.040010469,64.0,0.0,0.622406639,8916.0,10.0,0.0,2.0,0.0,0.0
1.0,0.311638874,32.0,0.0,0.276430892,4000.0,10.0,0.0,0.0,0.0,0.0
0.0,0.246529772,56.0,0.0,0.51465576,4400.0,8.0,1.0,2.0,0.0,0.0
0.0,0.940252591,35.0,3.0,0.3970776720000001,3900.0,9.0,0.0,0.0,0.0,3.0
1.0,0.0,63.0,0.0,0.450634236,7646.0,8.0,0.0,1.0,0.0,1.0
1.0,0.07179641,90.0,0.0,42.0,2565.0,6.0,0.0,0.0,0.0,0.0
1.0,0.823627288,23.0,0.0,0.169269207,1600.0,4.0,0.0,0.0,0.0,0.0
1.0,0.745162742,71.0,1.0,0.4053449,7146.0,7.0,0.0,2.0,0.0,1.0
1.0,0.151433892,41.0,3.0,0.512311595,6700.0,14.0,0.0,1.0,2.0,3.0
1.0,0.331426575,49.0,0.0,0.264635888,2100.0,6.0,0.0,0.0,0.0,5.0
1.0,0.166056429,45.0,0.0,161.0,180.0,2.0,0.0,0.0,0.0,3.0
1.0,0.64740455,82.0,0.0,0.293696635,15927.0,13.0,0.0,2.0,0.0,0.0
1.0,0.8001998,57.0,1.0,0.413962635,3050.0,7.0,2.0,2.0,0.0,0.0
1.0,0.0,81.0,0.0,0.0,1800.0,6.0,0.0,0.0,0.0,0.0
1.0,0.014925214,67.0,0.0,0.300339932,5000.0,10.0,0.0,1.0,0.0,0.0
1.0,0.015020711,47.0,0.0,30.0,1734.0,8.0,0.0,0.0,0.0,0.0
0.0,0.012240112,74.0,7.0,36.0,2373.0,17.0,0.0,0.0,0.0,0.0
1.0,0.099608344,26.0,0.0,107.0,181.0,2.0,0.0,0.0,0.0,0.0
1.0,0.214238629,23.0,0.0,139.5,1.0,5.0,0.0,0.0,0.0,0.0
1.0,0.195406412,64.0,0.0,1.74969988,1665.0,15.0,0.0,2.0,0.0,0.0
1.0,0.402051815,53.0,1.0,0.350331788,11000.0,14.0,0.0,2.0,0.0,1.0
1.0,0.973352469,71.0,2.0,0.540637052,7000.0,21.0,0.0,2.0,0.0,1.0
1.0,0.888111888,35.0,1.0,0.148170366,1666.0,9.0,0.0,0.0,0.0,0.0
1.0,0.8407069359999999,51.0,0.0,0.229426434,6816.0,5.0,0.0,1.0,0.0,1.0
1.0,0.321357285,21.0,0.0,0.000412925,9686.0,2.0,0.0,0.0,0.0,0.0
1.0,0.016939347,61.0,1.0,0.195331249,13750.0,6.0,0.0,1.0,0.0,0.0
1.0,0.9999999,52.0,1.0,0.0,5000.0,0.0,0.0,0.0,0.0,2.0
1.0,0.0,52.0,0.0,0.535847535,9916.0,11.0,0.0,3.0,0.0,1.0
1.0,0.9999999,39.0,0.0,0.274362819,1333.0,1.0,1.0,0.0,1.0,1.0
1.0,0.099151304,45.0,0.0,0.143570537,800.0,3.0,0.0,0.0,0.0,2.0
1.0,0.073578595,58.0,1.0,0.414254439,4110.0,6.0,0.0,1.0,0.0,0.0
1.0,0.972562195,39.0,1.0,0.638067472,2400.0,6.0,0.0,1.0,0.0,1.0
1.0,0.335127004,61.0,0.0,1381.0,0.0,20.0,0.0,1.0,0.0,0.0
1.0,0.745393196,34.0,0.0,0.809359945,5811.0,10.0,0.0,3.0,0.0,1.0
1.0,0.620476118,38.0,0.0,0.418306821,7417.0,11.0,0.0,1.0,0.0,0.0
1.0,0.000642811,60.0,0.0,0.450098197,5600.0,5.0,0.0,2.0,0.0,0.0
1.0,0.539846015,50.0,2.0,0.543845032,4800.0,11.0,0.0,3.0,0.0,0.0
1.0,0.422654886,69.0,0.0,0.180890955,13333.0,15.0,0.0,1.0,0.0,0.0
1.0,0.272163798,44.0,0.0,0.348039688,10380.0,8.0,0.0,2.0,0.0,0.0
1.0,0.0,35.0,0.0,0.207047255,3660.0,5.0,0.0,0.0,0.0,2.0
1.0,0.472402032,37.0,0.0,0.553201015,6700.0,11.0,0.0,1.0,0.0,0.0
1.0,0.060711128,56.0,0.0,0.247689974,7250.0,10.0,0.0,1.0,0.0,0.0
1.0,0.00583768,90.0,0.0,0.039850805,10187.0,6.0,0.0,0.0,0.0,0.0
1.0,0.013401991,64.0,0.0,0.002343384,6400.0,4.0,0.0,0.0,0.0,2.0
1.0,0.12814478199999998,60.0,0.0,0.253268522,17897.0,15.0,0.0,2.0,0.0,5.0
1.0,0.059506777,64.0,0.0,0.266083894,15900.0,10.0,0.0,2.0,0.0,1.0
1.0,0.422505961,59.0,1.0,0.336415896,4000.0,16.0,0.0,1.0,0.0,0.0
1.0,0.9999999,43.0,0.0,0.289416847,12500.0,10.0,0.0,3.0,0.0,2.0
1.0,0.377497973,57.0,0.0,0.210796915,3500.0,6.0,0.0,0.0,0.0,0.0
0.0,0.275657292,53.0,0.0,0.099678133,9941.0,16.0,1.0,0.0,0.0,1.0
1.0,0.754463648,39.0,0.0,0.209940017,3500.0,8.0,0.0,0.0,0.0,0.0
1.0,0.222878935,47.0,0.0,0.425574743,9438.0,15.0,0.0,3.0,0.0,1.0
1.0,0.00862874,36.0,0.0,0.690363788,3600.0,12.0,0.0,2.0,0.0,2.0
1.0,0.004194465,55.0,0.0,156.0,187.0,8.0,0.0,0.0,0.0,0.0
1.0,0.246659259,55.0,1.0,0.450102429,6833.0,11.0,0.0,1.0,0.0,0.0
0.0,0.616766467,36.0,3.0,0.503580852,2652.0,9.0,1.0,0.0,1.0,1.0
1.0,0.0,35.0,0.0,0.050110436,7243.0,5.0,0.0,0.0,0.0,0.0
1.0,0.567221687,29.0,0.0,0.183126749,2500.0,6.0,0.0,0.0,0.0,0.0
1.0,0.419188001,44.0,0.0,234.0,54.0,4.0,0.0,0.0,0.0,0.0
1.0,0.99440056,51.0,0.0,0.379709535,4750.0,5.0,2.0,1.0,0.0,2.0
1.0,0.715256949,30.0,0.0,0.473456121,1845.0,3.0,0.0,1.0,0.0,0.0
1.0,0.050969790999999987,38.0,0.0,0.222393972,10350.0,4.0,0.0,2.0,0.0,2.0
1.0,0.61889853,53.0,0.0,0.238410596,7700.0,9.0,0.0,0.0,0.0,0.0
1.0,0.219847519,30.0,0.0,0.164756065,3750.0,4.0,0.0,0.0,0.0,0.0
0.0,0.239152173,62.0,0.0,0.509216847,8950.0,15.0,0.0,2.0,0.0,0.0
1.0,0.015538948,63.0,0.0,0.00469894,9150.0,5.0,0.0,0.0,0.0,0.0
1.0,0.323897672,48.0,0.0,1.111357956,3600.0,14.0,0.0,2.0,0.0,0.0
1.0,0.125810099,47.0,0.0,0.6611864239999999,10400.0,10.0,0.0,2.0,0.0,2.0
1.0,0.829078801,34.0,1.0,1.094316052,1600.0,7.0,1.0,2.0,0.0,0.0
1.0,0.0,52.0,1.0,0.0,6009.0,4.0,0.0,0.0,1.0,2.0
1.0,0.0,64.0,0.0,0.010540184,8348.0,5.0,0.0,0.0,0.0,1.0
1.0,0.7021366170000001,56.0,0.0,0.242281682,3400.0,8.0,0.0,1.0,0.0,0.0
1.0,0.041609548,72.0,1.0,0.122007499,10400.0,6.0,0.0,1.0,0.0,2.0
1.0,0.04685462,48.0,0.0,0.377965639,11000.0,7.0,0.0,1.0,0.0,2.0
1.0,0.091781644,52.0,1.0,0.440407561,7458.0,6.0,0.0,3.0,0.0,1.0
1.0,0.626991565,63.0,5.0,0.520762842,3250.0,11.0,0.0,1.0,0.0,0.0
0.0,0.981006331,24.0,1.0,0.01223951,25000.0,6.0,0.0,0.0,0.0,0.0
1.0,0.881436914,76.0,1.0,0.179836512,1100.0,9.0,0.0,0.0,0.0,0.0
1.0,0.0,52.0,0.0,0.131971466,3083.0,5.0,0.0,0.0,0.0,1.0
1.0,0.298509595,58.0,0.0,0.35096478200000003,7410.0,6.0,0.0,1.0,0.0,1.0
1.0,0.9999999,72.0,0.0,0.202799671,8500.0,5.0,0.0,1.0,0.0,0.0
0.0,0.922967037,47.0,0.0,0.216008209,11693.0,4.0,0.0,1.0,0.0,0.0
0.0,0.064123591,65.0,0.0,0.446031746,1889.0,6.0,0.0,1.0,0.0,0.0
1.0,1.001999,23.0,0.0,0.304397487,1750.0,5.0,0.0,0.0,0.0,0.0
1.0,0.026664127000000003,52.0,0.0,0.231953609,5000.0,5.0,0.0,1.0,0.0,2.0
1.0,0.125414882,58.0,0.0,0.354852145,2400.0,8.0,0.0,1.0,0.0,1.0
1.0,0.025110314,65.0,0.0,0.03572857,7500.0,7.0,0.0,0.0,0.0,0.0
1.0,0.104038031,31.0,0.0,0.055194805,3695.0,6.0,0.0,0.0,0.0,0.0
1.0,0.102368602,33.0,0.0,0.14090139999999998,6500.0,9.0,0.0,1.0,0.0,0.0
0.0,0.964688364,46.0,3.0,0.354445635,7467.0,6.0,2.0,1.0,0.0,0.0
1.0,0.132172601,47.0,0.0,0.239398882,8583.0,11.0,0.0,3.0,0.0,3.0
1.0,0.018473925,74.0,0.0,0.191185696,6375.0,10.0,0.0,2.0,0.0,0.0
1.0,0.246349881,52.0,0.0,0.311880738,11000.0,11.0,0.0,2.0,0.0,2.0
1.0,0.648009915,37.0,0.0,0.44119251,5500.0,12.0,0.0,2.0,0.0,0.0
1.0,0.074917176,39.0,0.0,0.17774578,12500.0,13.0,0.0,2.0,0.0,1.0
1.0,0.116870192,46.0,0.0,0.335264437,5350.0,6.0,0.0,1.0,0.0,3.0
1.0,0.37676252,67.0,0.0,0.191309364,5200.0,7.0,0.0,0.0,0.0,1.0
1.0,0.082524695,38.0,0.0,0.15162258,7333.0,14.0,0.0,0.0,0.0,2.0
1.0,0.902260962,41.0,0.0,0.629763131,5825.0,11.0,0.0,4.0,0.0,0.0
1.0,0.619487857,66.0,0.0,0.296376032,8360.0,10.0,0.0,3.0,0.0,1.0
1.0,0.002551548,31.0,0.0,0.093635455,3000.0,7.0,0.0,0.0,0.0,0.0
1.0,0.986001647,39.0,3.0,0.688736028,2325.0,4.0,0.0,1.0,1.0,0.0
1.0,0.311684416,48.0,0.0,0.7536786940000001,4960.0,5.0,0.0,2.0,0.0,1.0
1.0,0.14803208699999998,47.0,0.0,0.8886852190000001,6000.0,11.0,0.0,2.0,0.0,1.0
0.0,0.9999999,35.0,1.0,0.127567255,3456.0,1.0,0.0,0.0,0.0,5.0
1.0,0.936075995,50.0,0.0,0.642196045,4753.0,9.0,0.0,2.0,0.0,4.0
1.0,0.081614323,32.0,0.0,1.061397318,2833.0,9.0,0.0,2.0,0.0,1.0
1.0,0.08586919400000001,45.0,1.0,0.483839752,5166.0,6.0,0.0,1.0,0.0,1.0
1.0,0.0,28.0,0.0,0.154295996,2222.0,4.0,0.0,0.0,0.0,0.0
1.0,0.08707889699999999,65.0,0.0,0.579834333,3500.0,6.0,0.0,2.0,0.0,0.0
1.0,0.015261097,71.0,0.0,0.291870813,10000.0,7.0,0.0,1.0,0.0,0.0
1.0,0.168149978,51.0,0.0,0.50689862,5000.0,13.0,0.0,2.0,0.0,0.0
1.0,0.9999999,64.0,1.0,65.0,499.0,4.0,0.0,0.0,0.0,0.0
1.0,0.5483615479999999,53.0,0.0,0.368415627,9700.0,14.0,0.0,3.0,0.0,0.0
1.0,0.319158806,41.0,1.0,0.594343518,4843.0,8.0,0.0,2.0,0.0,2.0
1.0,0.002707805,79.0,0.0,0.001666111,3000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.079992382,80.0,0.0,0.005318017,4700.0,4.0,0.0,0.0,0.0,0.0
1.0,0.024171949,76.0,0.0,0.120488617,1800.0,11.0,0.0,0.0,0.0,0.0
1.0,0.804309512,64.0,0.0,0.388985875,6300.0,8.0,0.0,0.0,0.0,0.0
1.0,0.021450498,42.0,0.0,0.012794882,2500.0,13.0,0.0,0.0,0.0,0.0
0.0,0.952686224,48.0,0.0,0.189889618,6250.0,5.0,0.0,0.0,0.0,0.0
0.0,0.9999999,36.0,0.0,0.0,4000.0,0.0,1.0,0.0,0.0,0.0
1.0,0.048115693,74.0,0.0,0.000371423,70000.0,3.0,0.0,0.0,0.0,1.0
1.0,0.9999999,26.0,1.0,0.217951566,4500.0,3.0,0.0,0.0,0.0,1.0
1.0,0.0,72.0,0.0,0.332738308,2800.0,6.0,0.0,1.0,0.0,0.0
1.0,0.908724399,34.0,0.0,0.64231122,3270.0,12.0,0.0,1.0,0.0,0.0
1.0,0.8642714570000001,58.0,1.0,0.48788097,4166.0,5.0,0.0,2.0,0.0,0.0
1.0,0.983728498,61.0,2.0,0.114161519,4370.0,3.0,0.0,0.0,0.0,1.0
1.0,0.038518496,47.0,0.0,0.372923294,2828.0,7.0,0.0,0.0,0.0,3.0
1.0,0.185946872,25.0,0.0,0.12883435599999998,4400.0,4.0,0.0,0.0,0.0,0.0
1.0,0.022407332,68.0,0.0,0.005665722,6000.0,2.0,0.0,0.0,0.0,0.0
0.0,0.873321916,47.0,1.0,0.276965687,6498.0,11.0,0.0,1.0,0.0,6.0
1.0,0.0,52.0,0.0,0.573976779,15416.0,4.0,0.0,1.0,0.0,2.0
1.0,0.9999999,21.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0
1.0,0.075748106,69.0,0.0,0.295489624,5830.0,7.0,0.0,2.0,0.0,0.0
1.0,0.314232002,43.0,0.0,0.261173883,10000.0,11.0,0.0,1.0,0.0,3.0
1.0,0.827001847,34.0,1.0,0.8766066840000001,3500.0,9.0,1.0,2.0,0.0,0.0
1.0,0.0008256730000000001,59.0,1.0,0.029548523,13333.0,8.0,0.0,0.0,0.0,3.0
1.0,0.31790338100000004,50.0,0.0,0.35195530700000005,5011.0,6.0,0.0,1.0,0.0,2.0
1.0,0.381893861,68.0,0.0,0.479430988,2600.0,9.0,0.0,1.0,0.0,0.0
1.0,0.979777323,69.0,0.0,0.101840181,3966.0,3.0,0.0,0.0,0.0,0.0
1.0,0.007688819,33.0,0.0,0.470843052,3000.0,9.0,0.0,2.0,0.0,0.0
1.0,0.439209788,56.0,1.0,0.426906623,13557.0,14.0,0.0,2.0,0.0,3.0
1.0,0.383207671,58.0,0.0,0.206671252,2907.0,9.0,0.0,0.0,0.0,0.0
1.0,0.724693365,37.0,0.0,0.325134973,5000.0,10.0,0.0,0.0,0.0,0.0
1.0,0.04449555,40.0,0.0,0.0016880920000000002,7700.0,1.0,0.0,0.0,0.0,0.0
1.0,0.408091063,37.0,0.0,0.272795105,6700.0,7.0,0.0,2.0,0.0,1.0
1.0,0.000749953,30.0,1.0,0.282399143,2800.0,6.0,0.0,0.0,0.0,1.0
1.0,0.747445184,33.0,1.0,0.291625439,11116.0,10.0,0.0,1.0,0.0,2.0
1.0,1.136116152,47.0,1.0,0.08113392,3068.0,3.0,1.0,0.0,0.0,0.0
1.0,0.009997728,31.0,0.0,0.025641026,14000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.157473754,29.0,0.0,0.003612437,7750.0,1.0,0.0,0.0,0.0,0.0
1.0,0.278465478,89.0,0.0,0.34457776799999995,4416.0,8.0,0.0,1.0,0.0,0.0
0.0,0.770287141,32.0,2.0,0.005292561,3400.0,4.0,0.0,0.0,1.0,0.0
1.0,0.08453089999999999,39.0,0.0,0.683263347,5000.0,11.0,0.0,2.0,0.0,2.0
1.0,0.010929723999999998,76.0,0.0,0.4288456920000001,8333.0,10.0,0.0,2.0,0.0,1.0
1.0,0.594012543,52.0,0.0,0.514405543,5483.0,11.0,0.0,1.0,1.0,0.0
1.0,0.9999999,35.0,0.0,0.376155961,4000.0,2.0,0.0,0.0,0.0,0.0
1.0,0.9999999,47.0,0.0,0.167651068,2200.0,1.0,1.0,0.0,0.0,0.0
1.0,0.028130323,47.0,1.0,0.440568762,4500.0,4.0,0.0,2.0,0.0,0.0
1.0,0.023136348,61.0,0.0,0.379602813,4833.0,10.0,0.0,1.0,0.0,3.0
1.0,0.17099651,56.0,0.0,0.418205501,13050.0,12.0,0.0,3.0,0.0,0.0
1.0,0.9999999,58.0,0.0,0.0,1880.0,0.0,0.0,0.0,0.0,0.0
1.0,0.961730182,24.0,0.0,0.258651628,3900.0,5.0,0.0,0.0,0.0,0.0
1.0,0.444359171,61.0,0.0,0.7209786570000001,1920.0,8.0,0.0,0.0,0.0,0.0
1.0,0.323775915,52.0,3.0,0.209399217,12000.0,12.0,0.0,1.0,0.0,0.0
1.0,0.000189184,58.0,0.0,0.034564554,2950.0,4.0,0.0,1.0,0.0,0.0
1.0,0.041926274,55.0,0.0,0.186694076,5350.0,16.0,0.0,2.0,0.0,0.0
1.0,0.0,36.0,0.0,0.162313433,2679.0,2.0,0.0,0.0,0.0,0.0
1.0,0.462916593,60.0,0.0,433.5,1.0,9.0,0.0,0.0,0.0,0.0
1.0,0.189774148,49.0,1.0,0.627062156,6000.0,17.0,0.0,2.0,0.0,1.0
1.0,0.196251536,57.0,0.0,0.402354459,6200.0,6.0,0.0,2.0,0.0,1.0
1.0,0.139986001,69.0,0.0,0.010180893,11000.0,3.0,0.0,0.0,0.0,1.0
1.0,0.14682401,56.0,0.0,0.7245464640000001,2700.0,10.0,0.0,1.0,0.0,0.0
1.0,0.0,52.0,0.0,0.4004813920000001,5400.0,13.0,0.0,2.0,0.0,1.0
1.0,0.024957725,79.0,0.0,0.065818853,10300.0,16.0,0.0,0.0,0.0,1.0
1.0,0.135507147,73.0,0.0,0.050463189000000006,4101.0,3.0,0.0,0.0,0.0,0.0
1.0,0.054550009,73.0,0.0,0.161116323,4263.0,9.0,0.0,1.0,0.0,0.0
0.0,0.885051987,70.0,0.0,0.836776258,3436.0,17.0,0.0,1.0,0.0,0.0
0.0,0.583846866,41.0,1.0,1.079788457,4348.0,23.0,0.0,1.0,0.0,3.0
1.0,0.011349811,77.0,0.0,0.68377912,2317.0,7.0,0.0,1.0,0.0,0.0
1.0,0.100424381,49.0,0.0,0.07062575900000001,6583.0,5.0,0.0,0.0,0.0,0.0
1.0,0.0,62.0,0.0,0.0,4511.0,4.0,0.0,0.0,0.0,0.0
1.0,0.08585803300000001,55.0,0.0,0.707446183,8500.0,10.0,0.0,2.0,0.0,0.0
1.0,0.9999999,38.0,0.0,0.021156559,4253.0,3.0,0.0,0.0,0.0,1.0
1.0,0.162959487,44.0,0.0,0.5462082420000001,4100.0,17.0,0.0,1.0,0.0,0.0
1.0,0.0,55.0,0.0,0.372328459,8000.0,8.0,0.0,2.0,0.0,0.0
1.0,0.049547842,63.0,0.0,0.332733453,5000.0,12.0,0.0,2.0,0.0,2.0
1.0,0.423061302,35.0,1.0,0.800220143,5450.0,13.0,0.0,1.0,0.0,2.0
1.0,0.83121405,42.0,0.0,0.105620649,17666.0,12.0,0.0,0.0,0.0,0.0
1.0,0.286233762,48.0,0.0,0.477579631,9700.0,10.0,0.0,2.0,0.0,2.0
1.0,0.363242451,38.0,0.0,0.711934156,1700.0,5.0,0.0,1.0,0.0,1.0
0.0,1143.0,44.0,2.0,0.547761883,6500.0,13.0,0.0,4.0,0.0,2.0
1.0,0.094874591,33.0,0.0,0.509889155,4600.0,5.0,0.0,1.0,0.0,1.0
1.0,0.160903748,39.0,1.0,0.220696302,8300.0,13.0,0.0,2.0,0.0,0.0
1.0,0.00509661,68.0,0.0,5.0,4745.0,5.0,0.0,0.0,0.0,0.0
0.0,0.562013767,55.0,0.0,1.141378705,5700.0,9.0,0.0,2.0,0.0,1.0
1.0,0.234941205,72.0,0.0,0.041090478,2530.0,5.0,0.0,0.0,0.0,0.0
1.0,0.333290472,45.0,2.0,0.420089217,6500.0,20.0,0.0,1.0,1.0,0.0
1.0,0.030499365,78.0,0.0,0.274817883,7000.0,5.0,0.0,1.0,0.0,1.0
1.0,0.692043599,47.0,0.0,0.366459627,8210.0,8.0,0.0,3.0,0.0,0.0
0.0,0.634920635,44.0,1.0,0.30345801,2833.0,5.0,4.0,0.0,0.0,2.0
1.0,0.244842186,52.0,1.0,0.333133373,5000.0,16.0,0.0,1.0,0.0,2.0
1.0,0.0,41.0,0.0,0.52004635,8629.0,11.0,0.0,3.0,0.0,4.0
1.0,0.5720695029999999,36.0,0.0,0.748812797,4000.0,9.0,0.0,2.0,0.0,0.0
1.0,0.217262667,54.0,0.0,0.230343738,2530.0,6.0,0.0,0.0,0.0,4.0
0.0,0.8115833020000001,54.0,2.0,0.262707599,1986.0,6.0,1.0,0.0,0.0,1.0
1.0,0.385297036,61.0,1.0,0.7975253090000001,4444.0,24.0,0.0,1.0,0.0,0.0
1.0,0.322633868,40.0,0.0,0.328698641,6400.0,3.0,0.0,1.0,0.0,2.0
1.0,0.38350946,49.0,0.0,0.27424803,6216.0,11.0,0.0,1.0,0.0,3.0
1.0,0.017744094,61.0,0.0,0.187194652,11666.0,10.0,0.0,1.0,0.0,0.0
1.0,0.953950944,39.0,0.0,0.646011561,4324.0,6.0,0.0,1.0,0.0,2.0
1.0,0.830772079,42.0,2.0,0.340188518,2333.0,6.0,0.0,0.0,0.0,3.0
1.0,0.446574474,68.0,1.0,0.5664549520000001,4250.0,10.0,0.0,1.0,0.0,0.0
1.0,0.101524071,23.0,0.0,0.028439662,1300.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,38.0,0.0,0.368294153,3317.0,9.0,0.0,1.0,0.0,0.0
1.0,0.031773553,57.0,0.0,0.721073631,2756.0,11.0,0.0,1.0,0.0,1.0
1.0,0.420346215,38.0,0.0,1.365630713,4375.0,12.0,0.0,2.0,0.0,2.0
0.0,0.141560799,43.0,2.0,0.471901219,6316.0,4.0,3.0,1.0,0.0,3.0
1.0,0.018219496,34.0,0.0,0.786038902,5500.0,14.0,0.0,1.0,0.0,2.0
0.0,1.194825559,59.0,0.0,0.4092171020000001,1800.0,3.0,3.0,1.0,3.0,0.0
1.0,0.0794991,63.0,1.0,0.02339766,10000.0,7.0,0.0,0.0,0.0,1.0
1.0,0.237207364,59.0,0.0,0.383446621,2500.0,6.0,0.0,0.0,0.0,0.0
1.0,0.018261696,73.0,0.0,0.013746563,4000.0,3.0,0.0,0.0,0.0,0.0
1.0,0.208063355,38.0,0.0,0.371925615,5000.0,10.0,0.0,0.0,0.0,0.0
1.0,0.970011995,34.0,0.0,0.33702094,2530.0,3.0,0.0,0.0,0.0,2.0
1.0,0.195242218,67.0,0.0,0.788690991,5782.0,26.0,0.0,3.0,0.0,0.0
1.0,0.046221081,64.0,0.0,0.272772723,10000.0,11.0,0.0,2.0,0.0,0.0
0.0,1.020549641,33.0,1.0,0.940019349,3100.0,15.0,3.0,1.0,1.0,2.0
1.0,0.019875623,78.0,0.0,0.00933956,4496.0,9.0,0.0,0.0,0.0,0.0
1.0,0.092176989,55.0,0.0,0.142059986,4300.0,8.0,0.0,0.0,0.0,1.0
1.0,0.373270177,45.0,0.0,0.651565623,1500.0,11.0,0.0,1.0,0.0,1.0
1.0,0.127744511,59.0,1.0,0.103558577,2500.0,2.0,0.0,0.0,0.0,0.0
1.0,0.02896352,64.0,0.0,12.0,2570.0,2.0,0.0,0.0,0.0,0.0
1.0,0.05863257700000001,50.0,0.0,1.001999,2000.0,13.0,0.0,1.0,0.0,0.0
1.0,0.08831067,58.0,0.0,0.079833613,12500.0,14.0,0.0,0.0,0.0,0.0
1.0,0.046955737,61.0,0.0,235.0,38.0,4.0,0.0,0.0,0.0,0.0
1.0,0.018108432,69.0,0.0,1.4156316269999998,3300.0,13.0,1.0,2.0,0.0,0.0
1.0,0.13826391300000002,52.0,0.0,0.319944247,7891.0,5.0,0.0,1.0,0.0,1.0
1.0,0.8224314640000001,28.0,0.0,0.243804956,1250.0,4.0,0.0,0.0,0.0,0.0
1.0,0.277184677,41.0,1.0,0.508171505,5200.0,8.0,0.0,1.0,0.0,3.0
1.0,0.280192868,44.0,1.0,0.161045531,7115.0,12.0,0.0,1.0,0.0,0.0
0.0,1.001142776,53.0,2.0,1.270486342,1500.0,5.0,3.0,2.0,1.0,2.0
